Name	Gender	Edition	Category	MovieTitle	Director	Date
Chris Dickens	Male	81st Academy Awards	Academy Award for Best Film Editing	Slumdog Millionaire	Danny Boyle	2009-02-22T00:00:00Z
Simon Beaufoy	Male	81st Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Slumdog Millionaire	Danny Boyle	2009-02-22T00:00:00Z
Anthony Dod Mantle	Male	81st Academy Awards	Academy Award for Best Cinematography	Slumdog Millionaire	Danny Boyle	2009-02-22T00:00:00Z
A. R. Rahman	Male	81st Academy Awards	Academy Award for Best Original Score	Slumdog Millionaire	Danny Boyle	2009-02-22T00:00:00Z
Ian Tapp	Male	81st Academy Awards	Academy Award for Best Sound Mixing	Slumdog Millionaire	Danny Boyle	2009-02-22T00:00:00Z
Andrew Stanton	Male	81st Academy Awards	Academy Award for Best Animated Feature	WALL·E	Andrew Stanton	2009-02-22T00:00:00Z
Burt Dalton	Male	81st Academy Awards	Academy Award for Best Visual Effects	The Curious Case of Benjamin Button	David Fincher	2009-02-22T00:00:00Z
Greg Cannom	Male	81st Academy Awards	Academy Award for Best Makeup and Hairstyling	The Curious Case of Benjamin Button	David Fincher	2009-02-22T00:00:00Z
Victor J. Zolfo	Male	81st Academy Awards	Academy Award for Best Production Design	The Curious Case of Benjamin Button	David Fincher	2009-02-22T00:00:00Z
Richard King	Male	81st Academy Awards	Academy Award for Best Sound Editing	The Dark Knight	Christopher Nolan	2009-02-22T00:00:00Z
Heath Ledger	Male	81st Academy Awards	Academy Award for Best Supporting Actor	The Dark Knight	Christopher Nolan	2009-02-22T00:00:00Z
Kate Winslet	Female	81st Academy Awards	Academy Award for Best Actress	The Reader	Stephen Daldry	2009-02-22T00:00:00Z
PenÃ©lope Cruz	Female	81st Academy Awards	Academy Award for Best Supporting Actress	Vicky Cristina Barcelona	Woody Allen	2009-02-22T00:00:00Z
Dustin Lance Black	Male	81st Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Milk	Gus Van Sant	2009-02-22T00:00:00Z
Sean Penn	Male	81st Academy Awards	Academy Award for Best Actor	Milk	Gus Van Sant	2009-02-22T00:00:00Z
Kunio Kato	Male	81st Academy Awards	Academy Award for Best Animated Short Film	La Maison en Petits Cubes	Kunio Kato	2009-02-22T00:00:00Z
Yojiro Takita	Male	81st Academy Awards	Academy Award for Best Foreign Language Film	Departures	Yojiro Takita	2009-02-22T00:00:00Z
Megan Mylan	Female	81st Academy Awards	Academy Award for Best Documentary (Short Subject)	Smile Pinki	Megan Mylan	2009-02-22T00:00:00Z
James Marsh	Male	81st Academy Awards	Academy Award for Best Documentary Feature	Man on Wire	James Marsh	2009-02-22T00:00:00Z
Michael L. Fink	Male	80th Academy Awards	Academy Award for Best Visual Effects	The Golden Compass	Chris Weitz	2008-02-24T00:00:00Z
Alex Gibney	Male	80th Academy Awards	Academy Award for Best Documentary Feature	Taxi to the Dark Side	Alex Gibney	2008-02-24T00:00:00Z
Tilda Swinton	Female	80th Academy Awards	Academy Award for Best Supporting Actress	Michael Clayton	Tony Gilroy	2008-02-24T00:00:00Z
Robert Elswit	Male	80th Academy Awards	Academy Award for Best Cinematography	There Will Be Blood	Paul Thomas Anderson	2008-02-24T00:00:00Z
Daniel Day-Lewis	Male	80th Academy Awards	Academy Award for Best Actor	There Will Be Blood	Paul Thomas Anderson	2008-02-24T00:00:00Z
Jan Archibald	Male	80th Academy Awards	Academy Award for Best Makeup and Hairstyling	La Vie en Rose	Olivier Dahan	2008-02-24T00:00:00Z
Marion Cotillard	Female	80th Academy Awards	Academy Award for Best Actress	La Vie en Rose	Olivier Dahan	2008-02-24T00:00:00Z
Dante Ferretti	Male	80th Academy Awards	Academy Award for Best Production Design	Sweeney Todd: The Demon Barber of Fleet Street	Tim Burton	2008-02-24T00:00:00Z
Christopher Rouse	Male	80th Academy Awards	Academy Award for Best Film Editing	The Bourne Ultimatum	Paul Greengrass	2008-02-24T00:00:00Z
Karen Baker Landers	Female	80th Academy Awards	Academy Award for Best Sound Editing	The Bourne Ultimatum	Paul Greengrass	2008-02-24T00:00:00Z
Scott Millan	Male	80th Academy Awards	Academy Award for Best Sound Mixing	The Bourne Ultimatum	Paul Greengrass	2008-02-24T00:00:00Z
Diablo Cody	Female	80th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Juno	Jason Reitman	2008-02-24T00:00:00Z
Ethan Coen	Male	80th Academy Awards	Academy Award for Best Picture	No Country for Old Men	Joel Coen	2008-02-24T00:00:00Z
Ethan Coen	Male	80th Academy Awards	Academy Award for Best Director	No Country for Old Men	Joel Coen	2008-02-24T00:00:00Z
Ethan Coen	Male	80th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	No Country for Old Men	Joel Coen	2008-02-24T00:00:00Z
Javier Bardem	Male	80th Academy Awards	Academy Award for Best Supporting Actor	No Country for Old Men	Joel Coen	2008-02-24T00:00:00Z
Brad Bird	Male	80th Academy Awards	Academy Award for Best Animated Feature	Ratatouille	Brad Bird	2008-02-24T00:00:00Z
Stefan Ruzowitzky	Male	80th Academy Awards	Academy Award for Best Foreign Language Film	The Counterfeiters	Stefan Ruzowitzky	2008-02-24T00:00:00Z
Alexandra Byrne	Female	80th Academy Awards	Academy Award for Best Costume Design	Elizabeth The Golden Age	Shekhar Kapur	2008-02-24T00:00:00Z
Cynthia Wade	Female	80th Academy Awards	Academy Award for Best Documentary (Short Subject)	Freeheld	Cynthia Wade	2008-02-24T00:00:00Z
Philippe Pollet-Villard	Male	80th Academy Awards	Academy Award for Best Live Action Short Film	Le Mozart des pickpockets	Philippe Pollet-Villard	2008-02-24T00:00:00Z
Hugh Welchman	Male	80th Academy Awards	Academy Award for Best Animated Short Film	Peter and the Wolf	Suzie Templeton	2008-02-24T00:00:00Z
Dario Marianelli	Male	80th Academy Awards	Academy Award for Best Original Score	Atonement	Joe Wright	2008-02-24T00:00:00Z
Willie D. Burton	Male	79th Academy Awards	Academy Award for Best Sound Mixing	Dreamgirls	Bill Condon	2007-02-25T00:00:00Z
Jennifer Hudson	Female	79th Academy Awards	Academy Award for Best Supporting Actress	Dreamgirls	Bill Condon	2007-02-25T00:00:00Z
Alan Robert Murray	Male	79th Academy Awards	Academy Award for Best Sound Editing	Letters from Iwo Jima	Clint Eastwood	2007-02-25T00:00:00Z
Ari Sandel	Male	79th Academy Awards	Academy Award for Best Live Action Short Film	West Bank Story	Ari Sandel	2007-02-25T00:00:00Z
Helen Mirren	Female	79th Academy Awards	Academy Award for Best Actress	The Queen	Stephen Frears	2007-02-25T00:00:00Z
David MartÃ_	Male	79th Academy Awards	Academy Award for Best Makeup and Hairstyling	Pan's Labyrinth	Guillermo del Toro	2007-02-25T00:00:00Z
Guillermo Navarro	Male	79th Academy Awards	Academy Award for Best Cinematography	Pan's Labyrinth	Guillermo del Toro	2007-02-25T00:00:00Z
Eugenio Caballero	Male	79th Academy Awards	Academy Award for Best Production Design	Pan's Labyrinth	Guillermo del Toro	2007-02-25T00:00:00Z
George Miller	Male	79th Academy Awards	Academy Award for Best Animated Feature	Happy Feet	George Miller	2007-02-25T00:00:00Z
Michael Arndt	Male	79th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Little Miss Sunshine	Jonathan Dayton and Valerie Faris	2007-02-25T00:00:00Z
Alan Arkin	Male	79th Academy Awards	Academy Award for Best Supporting Actor	Little Miss Sunshine	Jonathan Dayton and Valerie Faris	2007-02-25T00:00:00Z
Gustavo Santaolalla	Male	79th Academy Awards	Academy Award for Best Original Score	Babel	Alejandro Gonzalez Inarritu	2007-02-25T00:00:00Z
Forest Whitaker	Male	79th Academy Awards	Academy Award for Best Actor	The Last King of Scotland	Kevin Macdonald	2007-02-25T00:00:00Z
Martin Scorsese	Male	79th Academy Awards	Academy Award for Best Director	The Departed	Martin Scorsese	2007-02-25T00:00:00Z
Graham King	Male	79th Academy Awards	Academy Award for Best Picture	The Departed	Martin Scorsese	2007-02-25T00:00:00Z
Thelma Schoonmaker	Female	79th Academy Awards	Academy Award for Best Film Editing	The Departed	Martin Scorsese	2007-02-25T00:00:00Z
William Monahan	Male	79th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	The Departed	Martin Scorsese	2007-02-25T00:00:00Z
Allen Hall	Male	79th Academy Awards	Academy Award for Best Visual Effects	Pirates of the Caribbean: Dead Man's Chest	Gore Verbinski	2007-02-25T00:00:00Z
Florian Henckel von Donnersmarck	Male	79th Academy Awards	Academy Award for Best Foreign Language Film	The Lives of Others	Florian Henckel von Donnersmarck	2007-02-25T00:00:00Z
Davis Guggenheim	Male	79th Academy Awards	Academy Award for Best Original Song	An Inconvenient Truth	Davis Guggenheim	2007-02-25T00:00:00Z
Davis Guggenheim	Male	79th Academy Awards	Academy Award for Best Documentary Feature	An Inconvenient Truth	Davis Guggenheim	2007-02-25T00:00:00Z
Thomas Lennon	Male	79th Academy Awards	Academy Award for Best Documentary (Short Subject)	The Blood of Yingzhou District	Ruby Yang	2007-02-25T00:00:00Z
Milena Canonero	Female	79th Academy Awards	Academy Award for Best Costume Design	Marie Antoinette	Sofia Coppola	2007-02-25T00:00:00Z
Torill Kove	Female	79th Academy Awards	Academy Award for Best Animated Short Film	The Danish Poet	Torill Kove	2007-02-25T00:00:00Z
Rachel Weisz	Female	78th Academy Awards	Academy Award for Best Supporting Actress	The Constant Gardener	Fernando Meirelles	2006-03-05T00:00:00Z
Gavin Hood	Male	78th Academy Awards	Academy Award for Best Foreign Language Film	Tsotsi	Gavin Hood	2006-03-05T00:00:00Z
George Clooney	Male	78th Academy Awards	Academy Award for Best Supporting Actor	Syriana	Stephen Gaghan	2006-03-05T00:00:00Z
Philip Seymour Hoffman	Male	78th Academy Awards	Academy Award for Best Actor	Capote	Bennett Miller	2006-03-05T00:00:00Z
Luc Jacquet	Male	78th Academy Awards	Academy Award for Best Documentary Feature	March of the Penguins	Luc Jacquet	2006-03-05T00:00:00Z
Peggy Stern	Female	78th Academy Awards	Academy Award for Best Animated Short Film	The Moon and the Son An Imagined Conversation	John Canemaker	2006-03-05T00:00:00Z
Tami Lane	Female	78th Academy Awards	Academy Award for Best Makeup and Hairstyling	"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"	Andrew Adamson	2006-03-05T00:00:00Z
Dion Beebe	Male	78th Academy Awards	Academy Award for Best Cinematography	Memoirs of a Geisha	Rob Marshall	2006-03-05T00:00:00Z
Colleen Atwood	Female	78th Academy Awards	Academy Award for Best Costume Design	Memoirs of a Geisha	Rob Marshall	2006-03-05T00:00:00Z
John Myhre	Male	78th Academy Awards	Academy Award for Best Production Design	Memoirs of a Geisha	Rob Marshall	2006-03-05T00:00:00Z
Robert Moresco	Male	78th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Crash	Paul Haggis	2006-03-05T00:00:00Z
Paul Haggis	Male	78th Academy Awards	Academy Award for Best Picture	Crash	Paul Haggis	2006-03-05T00:00:00Z
Hughes Winborne	Male	78th Academy Awards	Academy Award for Best Film Editing	Crash	Paul Haggis	2006-03-05T00:00:00Z
Ang Lee	Male	78th Academy Awards	Academy Award for Best Director	Brokeback Mountain	Ang Lee	2006-03-05T00:00:00Z
Larry McMurtry	Male	78th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Brokeback Mountain	Ang Lee	2006-03-05T00:00:00Z
Gustavo Santaolalla	Male	78th Academy Awards	Academy Award for Best Original Score	Brokeback Mountain	Ang Lee	2006-03-05T00:00:00Z
Christian Rivers	Male	78th Academy Awards	Academy Award for Best Visual Effects	King Kong	Peter Jackson	2006-03-05T00:00:00Z
Ethan Van der Ryn	Male	78th Academy Awards	Academy Award for Best Sound Editing	King Kong	Peter Jackson	2006-03-05T00:00:00Z
Michael Hedges	Male	78th Academy Awards	Academy Award for Best Sound Mixing	King Kong	Peter Jackson	2006-03-05T00:00:00Z
Reese Witherspoon	Female	78th Academy Awards	Academy Award for Best Actress	Walk the Line	James Mangold	2006-03-05T00:00:00Z
Steve Box	Male	78th Academy Awards	Academy Award for Best Animated Feature	Wallace & Gromit: The Curse of the Were-Rabbit	Nick Park	2006-03-05T00:00:00Z
Corinne Marrinan	Female	78th Academy Awards	Academy Award for Best Documentary (Short Subject)	A Note of Triumph: The Golden Age of Norman Corwin	Eric Simonson	2006-03-05T00:00:00Z
Martin McDonagh	Male	78th Academy Awards	Academy Award for Best Live Action Short Film	Six Shooter	Martin McDonagh	2006-03-05T00:00:00Z
Chris Landreth	Male	77th Academy Awards	Academy Award for Best Animated Short Film	Ryan	Chris Landreth	2005-02-27T00:00:00Z
Alejandro Amenabar	Male	77th Academy Awards	Academy Award for Best Foreign Language Film	The Sea Inside	Alejandro Amenabar	2005-02-27T00:00:00Z
Jim Taylor	Male	77th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Sideways	Alexander Payne	2005-02-27T00:00:00Z
Randy Thom	Male	77th Academy Awards	Academy Award for Best Sound Editing	The Incredibles	Brad Bird	2005-02-27T00:00:00Z
Brad Bird	Male	77th Academy Awards	Academy Award for Best Animated Feature	The Incredibles	Brad Bird	2005-02-27T00:00:00Z
Pierre Bismuth	Male	77th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Eternal Sunshine of the Spotless Mind	Michel Gondry	2005-02-27T00:00:00Z
Jan A. P. Kaczmarek	Male	77th Academy Awards	Academy Award for Best Original Score	Finding Neverland	Marc Forster	2005-02-27T00:00:00Z
Bill Corso	Male	77th Academy Awards	Academy Award for Best Makeup and Hairstyling	Lemony Snicket's A Series of Unfortunate Events	Brad Silberling	2005-02-27T00:00:00Z
Scott Stokdyk	Male	77th Academy Awards	Academy Award for Best Visual Effects	Spider-Man 2	Sam Raimi	2005-02-27T00:00:00Z
Clint Eastwood	Male	77th Academy Awards	Academy Award for Best Picture	Million Dollar Baby	Clint Eastwood	2005-02-27T00:00:00Z
Clint Eastwood	Male	77th Academy Awards	Academy Award for Best Director	Million Dollar Baby	Clint Eastwood	2005-02-27T00:00:00Z
Hilary Swank	Female	77th Academy Awards	Academy Award for Best Actress	Million Dollar Baby	Clint Eastwood	2005-02-27T00:00:00Z
Morgan Freeman	Male	77th Academy Awards	Academy Award for Best Supporting Actor	Million Dollar Baby	Clint Eastwood	2005-02-27T00:00:00Z
Thelma Schoonmaker	Female	77th Academy Awards	Academy Award for Best Film Editing	The Aviator	Martin Scorsese	2005-02-27T00:00:00Z
Robert Richardson	Male	77th Academy Awards	Academy Award for Best Cinematography	The Aviator	Martin Scorsese	2005-02-27T00:00:00Z
Sandy Powell	Female	77th Academy Awards	Academy Award for Best Costume Design	The Aviator	Martin Scorsese	2005-02-27T00:00:00Z
Dante Ferretti	Male	77th Academy Awards	Academy Award for Best Production Design	The Aviator	Martin Scorsese	2005-02-27T00:00:00Z
Cate Blanchett	Female	77th Academy Awards	Academy Award for Best Supporting Actress	The Aviator	Martin Scorsese	2005-02-27T00:00:00Z
Steve Cantamessa	Male	77th Academy Awards	Academy Award for Best Sound Mixing	Ray	Taylor Hackford	2005-02-27T00:00:00Z
Jamie Foxx	Male	77th Academy Awards	Academy Award for Best Actor	Ray	Taylor Hackford	2005-02-27T00:00:00Z
Zana Briski	Female	77th Academy Awards	Academy Award for Best Documentary Feature	Born into Brothels	Zana Briski	2005-02-27T00:00:00Z
Robert Houston	Male	77th Academy Awards	Academy Award for Best Documentary (Short Subject)	Mighty Times The Childrens March	Robert Houston	2005-02-27T00:00:00Z
Andrea Arnold	Female	77th Academy Awards	Academy Award for Best Live Action Short Film	Wasp	Andrea Arnold	2005-02-27T00:00:00Z
Denys Arcand	Male	76th Academy Awards	Academy Award for Best Foreign Language Film	The Barbarian Invasions	Denys Arcand	2004-02-29T00:00:00Z
Maryann DeLeo	Female	76th Academy Awards	Academy Award for Best Documentary (Short Subject)	Chernobyl Heart	Maryann DeLeo	2004-02-29T00:00:00Z
Errol Morris	Male	76th Academy Awards	Academy Award for Best Documentary Feature	The Fog of War	Errol Morris	2004-02-29T00:00:00Z
Charlize Theron	Female	76th Academy Awards	Academy Award for Best Actress	Monster	Patty Jenkins	2004-02-29T00:00:00Z
Renee Zellweger	Female	76th Academy Awards	Academy Award for Best Supporting Actress	Cold Mountain	Anthony Minghella	2004-02-29T00:00:00Z
Sean Penn	Male	76th Academy Awards	Academy Award for Best Actor	Mystic River	Clint Eastwood	2004-02-29T00:00:00Z
Tim Robbins	Male	76th Academy Awards	Academy Award for Best Supporting Actor	Mystic River	Clint Eastwood	2004-02-29T00:00:00Z
Sofia Coppola	Female	76th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Lost in Translation	Sofia Coppola	2004-02-29T00:00:00Z
Andrew Stanton	Male	76th Academy Awards	Academy Award for Best Animated Feature	Finding Nemo	Andrew Stanton	2004-02-29T00:00:00Z
Peter Jackson	Male	76th Academy Awards	Academy Award for Best Picture	The Lord of the Rings The Return of the King	Peter Jackson	2004-02-29T00:00:00Z
Jamie Selkirk	Male	76th Academy Awards	Academy Award for Best Film Editing	The Lord of the Rings The Return of the King	Peter Jackson	2004-02-29T00:00:00Z
Peter Jackson	Male	76th Academy Awards	Academy Award for Best Director	The Lord of the Rings The Return of the King	Peter Jackson	2004-02-29T00:00:00Z
Randall William Cook	Male	76th Academy Awards	Academy Award for Best Visual Effects	The Lord of the Rings The Return of the King	Peter Jackson	2004-02-29T00:00:00Z
Richard Taylor	Male	76th Academy Awards	Academy Award for Best Makeup and Hairstyling	The Lord of the Rings The Return of the King	Peter Jackson	2004-02-29T00:00:00Z
Fran Walsh	Female	76th Academy Awards	Academy Award for Best Original Song	The Lord of the Rings The Return of the King	Peter Jackson	2004-02-29T00:00:00Z
Howard Shore	Male	76th Academy Awards	Academy Award for Best Original Score	The Lord of the Rings The Return of the King	Peter Jackson	2004-02-29T00:00:00Z
Dan Hennah	Male	76th Academy Awards	Academy Award for Best Production Design	The Lord of the Rings The Return of the King	Peter Jackson	2004-02-29T00:00:00Z
Richard Taylor	Male	76th Academy Awards	Academy Award for Best Costume Design	The Lord of the Rings The Return of the King	Peter Jackson	2004-02-29T00:00:00Z
Fran Walsh	Female	76th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	The Lord of the Rings The Return of the King	Peter Jackson	2004-02-29T00:00:00Z
Michael Hedges	Male	76th Academy Awards	Academy Award for Best Sound Mixing	The Lord of the Rings The Return of the King	Peter Jackson	2004-02-29T00:00:00Z
Russell Boyd	Male	76th Academy Awards	Academy Award for Best Cinematography	Master and Commander The Far Side of the World	Peter Weir	2004-02-29T00:00:00Z
Andrew J. Sacks	Male	76th Academy Awards	Academy Award for Best Live Action Short Film	Two Soldiers	Aaron Schneider	2004-02-29T00:00:00Z
